"Hashtags","Posts","Search Volume (Average)","Search Volume (Jun 2022)","Search Volume (Jul 2022)","Search Volume (Aug 2022)","Search Volume (Sep 2022)","Search Volume (Oct 2022)","Search Volume (Nov 2022)","Search Volume (Dec 2022)","Search Volume (Jan 2023)","Search Volume (Feb 2023)","Search Volume (Mar 2023)","Search Volume (Apr 2023)","Search Volume (May 2023)","Trend","Average CPC (USD)","Competition"
"#languagesoflove","3374","30","10","10","10","10","10","10","10","10","10","40","120","50","400","0","2"
"#languageonline","3350","60","60","10","10","60","90","120","10","120","60","40","40","90","50","0","0"
"#languageexam","3338","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagejustice","3314","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageresources","3295","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.55","6"
"#languageexperts","3291","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageprogram","3251","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearing","3239","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageproblems","3228","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageoflettinggo","3216","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagexchange","3213","120","90","120","120","120","120","120","140","180","120","120","140","120","33","1.42","25"
"#languagebloom2020","3206","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageapps","3144","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.46","29"
"#languageofmusic","3142","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageweek","3059","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagejobs","3047","10","10","10","10","10","10","30","10","10","10","10","10","10","0","0.19","7"
"#languageofsuccess","3043","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagewarning","3043","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagepodcast","2961","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageoftheheart","2941","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagejapanese","2846","1700","1700","1700","1700","1700","2100","2100","1700","2100","1700","1700","1700","2400","41","0.95","5"
"#languagequiz","2842","10","30","10","10","10","30","10","10","10","10","30","10","30","0","0","2"
"#languageguru","2738","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagepreservation","2737","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageexchangemeetup","2731","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemaster","2722","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageprofessionals","2689","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageheroes","2685","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetrainer","2638","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#3languages","2567","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageslovers","2547","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearningcommunity","2477","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofthebirds","2468","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearningwithnetflix","2449","40","50","40","50","50","50","50","50","50","40","40","30","40","-20","0","4"
"#languagesstudent","2420","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageactivities","2416","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#4languages","2378","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageslearner","2377","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearningapps","2348","330","330","270","270","270","270","270","330","410","330","330","410","410","24","0.7","31"
"#languagediversity","2342","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageprocessing","2324","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedeprivation","2315","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageoftheuniverse","2289","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemastery","2208","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedrops","2190","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagefreak","2176","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageandperspective","2147","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagefestival","2142","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedevelopmentinyoungchildren","2109","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecommunitying","2041","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemilestones","2025","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageenglish","2018","5600","5600","4600","5600","5600","4600","5600","5600","6900","5600","5600","5600","6900","23","0.69","13"
"#languagelearningwithapps","2006","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetoons","2004","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebuddy","2003","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageexpert","1982","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagehacking","1964","40","40","40","10","50","50","60","10","30","40","30","30","30","-25","0","0"
"#languagerights","1963","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagehub","1951","10","10","10","10","10","10","10","10","10","10","10","10","10","0","1.81","11"
"#aidedlanguagestimulation","1948","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagebuilding","1937","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofart","1920","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelinkatyrau","1912","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetranslator","1912","19000","15500","15500","19000","19000","19000","15500","15500","19000","19000","19000","19000","19000","23","0.62","5"
"#languagefamily","1901","90","120","40","60","90","90","60","60","90","60","90","120","60","-50","0","0"
"#languageexperience","1899","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageforkids","1887","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageworld","1857","270","270","220","180","220","270","270","270","270","330","220","220","270","0","0.07","0"
"#languageconsultants","1837","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagefluency","1833","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageplus","1821","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagesstudy","1811","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagesunited","1804","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofnature","1803","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageacademyjalandhar","1783","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagestimulation","1773","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelinks","1753","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagesforchildren","1726","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagesofindia","1719","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemasters","1716","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#clanguagetraining","1699","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagesconnect","1699","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelearn","1688","620","620","1100","620","500","500","410","620","620","620","620","500","620","0","2.02","26"
"#languagefact","1685","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofdesign","1685","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageconsultant","1678","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagepriority","1664","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageisavirus","1662","10","10","10","30","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagecorner","1658","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagetool","1648","220","120","140","180","220","270","220","220","220","220","220","220","270","125","0.14","3"
"#languagemovement","1632","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageinstructor","1629","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageassessment","1612","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetutoring","1608","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagesmemes","1576","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageenthusiasts","1570","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageoflife","1568","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagehouse","1564","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageofcolour","1564","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagequote","1536","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagecollege","1530","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageholiday","1494","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageindustry","1479","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagedessignes","1476","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagemonster","1460","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagepost","1437","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofcolors","1435","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagehistory","1414","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageproficiencytest","1407","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageandmusic","1404","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagehumor","1394","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagegame","1392","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languagedelays","1390","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageabroad","1387","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#languageprograms","1379","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","38"
"#languagelerning","1377","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageevents","1377","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageaquisition","1375","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageandcommunication","1369","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagetalk","1369","10","10","10","10","10","10","10","10","10","10","10","10","10","0","1.73","39"
"#languageexchangebarcelona","1368","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofdance","1366","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagejam","1360","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageresearch","1360","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageholidays","1356","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofgod","1355","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageisculture","1353","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageenrichment","1341","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageclassesforkids","1335","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#5languages","1333","30","10","10","60","10","10","10","10","10","10","30","10","30","200","0","0"
"#languageofanimals","1321","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languagelinkrussia","1313","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#languageofplants","1309","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
